id;description;dbo
1134118663293222;Erdomerkel kann nichts dafür sie weiß nicht was sie tut.;criticism
856797057692052;Danke, dass Ihr so zäh weiterkämpft. Ihr seid SPITZE!!!!!!;nothing
858091044229320;Kiel war gemeint!;nothing
1111630878875334;Nur so geht's!;nothing
856766727695085;Super Pegida, wir kommen wieder!!!!;nothing
1105528599485562;Nein;nothing
857228480982243;Sollte der arme Junge jetzt nicht ne Therapie bekommen um mit seinen großen Schuldgefühlen fertig zu werden ???? IRONIE OFF !!!;nothing
1010887608949662;so siehts aus;nothing
982694268435663;die fliehen angeblich alle vor Krieg, sind in Sicherheit und beginnen Krieg...;nothing
856836644354760;vergess bitte nicht die, die zu hause sitzen und leider nicht mitgehen konnten;nothing
989233371115086;Oder überhaupt nach Europa.;nothing
1010567735648316;wenn meine tochter was passiert werde ich merkel persönlich verantwortlich machen.;criticism
1007171885987901;http://www.reporter.si/slovenija/v-%C5%BEivo-cerar-v-naslednjih-dneh-bomo-za%C4%8Deli-na-meji-postavljati-tehni%C4%8Dne-ovire/56691;nothing
858292367542521;Nein aber ich will auch keine Lieder hören die Nazis sangen als sie andere Menschen vergasten.. Bei der Argumentation könnten sie ja genauso gut das Horst-Wessel-Lied anstimmen ... !!!!;nothing
1121908057847616;https://www.youtube.com/channel/UClk-bKU1jwg_tIDLvEplaDg;nothing
935281636510260;Wurden da etwa Gefangene gemacht? Oder wurde alles zu unserer Zufriedenheit getan!!! Ihr wisst ,was ich meine????!;nothing
1035143579857398;Ich bin schon parteimäßig unterwegs!;nothing
1065252416846514;Hab neulich ein Video gesehen, dass die Freundlichkeit dieser Islamisten verdeutlicht. In besagtem Video kann man deutlich erkennen, dass einer der beiden Bartträger einen herrenlosen Kopf gefunden hatte. Voller Pflichtbewusstsein hielt er diesen in die Kamera und verleihte seinem Suchaufruf mit einem grossen Messer Nachdruck. Respekt! *ironieoff*;nothing
982647195107037;Sagt jetzt bitte ein Gebet für unsere Jungs, die Polizisten, die versuchen es, Europa von diese Horde zu schützen. LG aus Ungarn.;nothing
857267114311713;https://www.youtube.com/watch?v=-IMQK3GXT40;nothing
1038619299509826;!!!;nothing
985354668169623;Nur 500????.Ironie aus??????;nothing
987828091255614;Warum wird in diesem Fall eine Anfrage gemacht? Überall werden Tatsachen geschaffen. Öffentliche Gebäude, Schulen, Kasernen, Turnhallen, Jugendherbergen, Hotels, Privategelände u.s.w. Aber bei den linken Zecken wird freundlich angefragt. Eine Krähe hackt der anderen wohl kein Auge aus?;criticism
857948394243585;Was sagt man, wenn es zwei Einzelfälle sind? http://www.netzplanet.net/polizei-sucht-zwei-blasse-afrikaner/19935;nothing
1379;#merkel vergasen;nothing
925627200809037;Pegida wird weiter Leben.Wartet mal den Herbst ab.;nothing
982722085099548;"Hier das Video von heut Nachmittag. Man konnte sich das Spektakel live bei RT angucken.  

https://www.youtube.com/watch?v=JGhaZD2I8TY";nothing
1105426552829100;Das Gelände wird doch auszumachen sein vorher...;nothing
951884711516619;Da ist wohl jemand mit unseren dringend gebrauchten ausländischen Facharbeiter zusammengestossen. Autsch!;nothing
1096049147100174;Nur noch zum lachen;nothing
1065828316788924;"Ich würde es begrüßen wenn EMNIT, FORSA und die anderen Wahlprognosenwunschdenker, vom Verfassungsschutz beobachtet werden würden. Was mich besonders ärgert, ist die Tatsache, dass ich GEZ bezahlen muss. Was ich für dieses Geld bekomme ist z. Bsp. das Gesicht von Merkel und die vielen anderen. Ich schalte ab oder um, da ich es nicht mehr ertrage, bezahlen muss ich dennoch, das finde ich nicht fair. Ich bin dafür, dass am Fernsehapparat  ein GEZ-Zähler angebracht wird, damit jeder nur das bezahlt was er ""geliefert"" bekommt. Eventuell noch so etwas wie eine Ampel am GEZ-Zähler, damit der Betrachter wählen kann zwischen gut, schlecht oder so la la. Die ""Aus-Taste"" sollte verknüpft werden mit unterlassener Berichterstattung.

Beispiel: In Mecklenburg-Vorpommern wird Frau Merkel mit einer Demo ""begrüßt"" mit dem Inhalt ""Merkel muss weg"". Da es nicht im ""öffentlich rechtlichen"" (diese Aussage finde ich allerdings für bedenklich, da es eher richtig währe ""öffentliche unterlassener Berichterstattung"") gesendet wird, müsste hier eine Gebühr fällig werden oder eine Strafe. Die Mindeststrafe sollte nach meinem dafür halten mindestens doppelt so hoch sein wie eine Quartalsgebühr der GEZ. Es ist selbstverständlich, dass diese Strafegebühr nicht an eine Organisation gezahlt wird, sondern pro GEZ ""Kunde"".";criticism
1056912324347190;Niemals!;nothing
1057697784268644;Ich hoff es sehr für uns;nothing
857917987579959;Also Jupp ich würd euch ja alles Glauben, für was ihr da Demonstriert.......aber nicht unter dem Banner gegen Islamisierung!!!! das ist ja weit her geholt;nothing
862019460503145;Sie wollen uns mundtot machen, aber das wird ihnen nicht gelingen! ??;nothing
882724018432689;"In Marokko muss niemand fliehen ausser die deutsche Sozialhilfe ist besser wie das Einkommen zu Hause. 
In einem Asylantenheim  treiben sich sehr viele Kriminelle unerwünschte Gäste herum was auch gar nichts mit Rechts zu tun hat.";nothing
1063670990337990;Die einen lassen sich vom Mainstream treiben und die anderen sind Selbstdenker!;nothing
1108236232548132;Einkesseln... verhaften.... Straflager.... Ohne Ausnahme, Mitgegangen, Mitgehangen!!;nothing
968530496518707;"Tobias, kannst Du mir mal `n Link dazu schicken ?
""Jeder der vor dem KRIEG flüchtet wird aufgenommen / (steht im Grundgesetz) ""
Steht da nämlich NIRGENDS !";nothing
876531075718650;Sachsen wird langsam mit diesen Zeug geflutet...;nothing
1044218992283190;Das ist 100pro dieselbe Gaunermafia.;nothing
857787710926320;wenn du das sagst....meine güte....sorry das du dich nun angegriffen fühlst.....volksverhetzung und ihr kommt nur mit der nazi keule....angst vor der wahrheit?;nothing
1044395878932168;Österreich und die anderen EU-Staaten sollte gar keine Flüchtlinge aufnehmen. Das sollte Merkel alleine ausbaden. Zwar dumm für uns in Deutschland, aber Merkel hat sie gerufen ...;criticism
945832145455209;Familiezussamenführung - zu jedem kommen mindestens 10 aus der Familie ??;nothing
1096017173770038;In Deutschland werden Wasserwerfer gegen die eigene Bevölkerung benutzt,was können die Griechen überhaupt;criticism
1018210218217401;Wenn du nicht faul bist dann kümmer dich um eine Weiterbildung und zettel keine Neiddebatte an....;nothing
882693195102438;Die rotten sich untereinander aus , nur viel zu langsam !;nothing
1486;Die Flüchtlinge bringen uns den Untergang #BlutUndEhre;nothing
885845111453913;ja Uwe :D;nothing
1106107272761028;Wer braucht denn sowas? Selbst Kirchen sind out!;nothing
886012928103798;"Wenn ich heute noch einmal den  Satz ""es war bunt in Frankfurt "" höre dann schrei ich";nothing
945371842167906;Naja, mir fehlten die Worte. Viehzeug-Dreckspack und Gelumpe wollt ich nicht schreiben, also musste der Theodor herhalten.;nothing
856745984363826;Gibt es denn vielleicht eine Luftaufnahme von der Demo???;nothing
856840564354368;Herr im Himmel, genau das meine ich.;nothing
858368227534935;das wars dann wohl... adios pegida;nothing
1152549161450172;Was sagt die zuständige Gewerkschaft dazu?;nothing
857341607637597;Gib dir keine Mühe,je beleidigender du wirst umso freundlicher werde ich.Schönen Abend dir,kommen auch wieder bessere Zeiten Herr Pohlheimer;nothing
982644331773990;Die greifen allen ernstes eine Grenze an. Die sollen hier her kommen oder was??? Sollen sie ruhig kommen. Wenn mir einer blöd kommt hau ich ihn um. Ungarn halte durch und schick das pack zur Hölle.;nothing
1035569829814773;Ich möchte auch mal nach Dresden .go go go;nothing
1066765980028491;Da hast Du Recht, das kann nur Selbstironie sein.;nothing
982677331770690;Nun hat Frau Merkel ein Problem. Das sind Militante,keine Flüchtlinge.Gegen die ist die BW eine Lachnummer;criticism
1065223643516058;Das Bernsteinzimmer;nothing
989363874435369;Niveaulos, Ihre Antwort.;nothing
857966337575124;Nö das macht einfach Spaß weil ihr alle drauf eingeht;nothing
856950814343343;Da jeder, der anderer Meinung ist, auf deren Seiten gesperrt ist, ist's denen dort zu langweilig...;nothing
961254503912973;Die Krankenhauskosten tragen wieder mal WIR :-(;criticism
960976750607415;Ihre deutsch isse Gans guht! Zieh sind ein Vorbilds-Doitscher :poop:;nothing
856811054357319;Unfassbar???. ....was ist das bitte....ich bin froh das sich endlich mal was bewegt und verstehe nicht wie Deutsche gegen Deutsche sein können .....;nothing
1205;Deutschland für Deutsche! Nur für Deutsche! #UnsereEhreHeißtTreue;agitation
857861684252256;Der Staat und die Medien sind schuld, das Ihr rechts unterwandert wurdet? ääähm, sorry, das ist Humbug.;nothing
966638326707924;Danke :);nothing
1007472445957845;https://mopo24.de/nachrichten/farb-anschlag-parkhaus-neustadt-dresden-25474;nothing
857864024252022;Das hier wieder nur dummes Zeug kommt war mir klar... aber wem das Denken auch sonst schwer fällt. .. :-);nothing
1562;allahu akbar...oder Deutschland erwache!!!;nothing
862040777167680;"Dann suche ich mir definitiv eine die das von dass unterscheiden kann ;)";nothing
882719578433133;Einzel-Fallaffel......?;nothing
857905574247867;"Nein Samir, nicht abschreiben sondern einfach die Kernpunkte aufgreifen und in die ""einfache bürgerliche Sprache"" übersetzen. Vom Prinzip her wollen wir doch alle das Gleiche.";nothing
1107836889254733;Jeppe DeFuma;nothing
1010981652273591;Diese 2 hohlen Flöten sollen wieder in der Versenkung verschwinden, die braucht keiner und den Raab ersetzen die auch nicht.;nothing
1363;Strunzdumme Nazifotze, du gehörst vergewaltigt und mit Corona infiziert, damit du Haufen Scheisse krepierst;nothing
856731771031914;Einfach spitze...;nothing
1064399730265116;https://video-fra3-1.xx.fbcdn.net/hvideo-xpf1/v/t43.1792-2/12749425_1544749189151199_1753215518_n.mp4?efg=eyJybHIiOjE1MDAsInJsYSI6MTU3MywidmVuY29kZV90YWciOiJzdmVfaGQifQ%3D%3D&rl=1500&vabr=437&oh=438116092469989501f239b5c1437df3&oe=56CF9518;nothing
1010860542285702;Joko und Klaas sind neben Schweiger auch die größten Lachnummern;nothing
963741483664275;Sehen sie es mir bitte nach Herr Wagner, dass ich bei den meisten Beiträgen hier ziemlich froh bin, dass es keine direkte Demokratie gibt.;nothing
858043197567438;"Text steht im Bild.
Nicht sichtbar?
Ich kanns auch auf einen anderen Blderhost hochladen.";nothing
856746567697101;Super lasst es Auf sonntag Und ich komme nach Dresden um euch zu UnterstUnterstütZEN;nothing
856935697678188;Natürlich sind es mehr als Dresden. Kögida, Bergida, Dügida etc pp. Ändert aber auch nichts daran das es nur ne Minderheit ist.;nothing
1111398072231948;"Ein gutes System! Behinderte Deutsche, die auf Grundsicherung angewiesen sind, würden sich darüber freuen! - keine Kontoführungsgebühr mehr! Und von "" rund 350 Euro Taschengeld"" träumen diese Leute. Das ist fast die gesamte Grundsicherung, von der sie ihren Lebensunterhalt zu bestreiten haben!";criticism
1007210805984009;Tobias Mendel;nothing
1010768852294871;die werden mit ihrem Kapital fluchtartig in anderen Ländern um Asyl bitten;nothing
857537577618000;Wir werden sehn wir werden sehn...wer zuletzt lacht  ihr mit sicherheit nicht;nothing
857257814312643;"[@IND], stellen Sie doch mal die Frage anders. ... Vorschlag  ""Wer von Pegida möchte selbst Flüchtling oder Vertriebener werden "" ?";nothing
1011410212230735;schick doch mal unsere Polizisten in so ein Szenario!!!! die wissen gar nicht wie sie sich verhalten sollen!!!! das haben die nie geübt!!!! und bevor ein sek da ist!!! ja da ist es zu spät!!!;nothing
1063656813672741;ups;nothing
855042401200851;Das wird nebensächlich, bei dem Schaden, den LEGIDA und deren Ordner für PEGIDA angerichtet haben. Die Presse interessiert nun mal nicht, wenn Bahngleise und Zugnutzer angegriffen werden, wenn Reporter direkt von LEGIDA-Ordnern angegriffen werden. Die LEGIDA-Ordner haben genug Schaden fürs Volk angerichtet.;nothing
1012242758814147;Da darf keiner hingegen;nothing
984757778229312;Ich könnte kotzen wenn ich ihr gelabre höre.  Und Tschüß!;nothing
856767537695004;Laut offiziellen Zahlen waren es nur 17.300.;nothing
1095910130447409;Einfach langsam fahren.;nothing
985429884828768;Schade das ich nicht in Dresden bzw. In der Nähe wohne??;nothing
1134168909954864;Danke für die Info, du Klumpen;nothing
857460007625757;Das maximum sind 25 jahre und nach 15 jahren kann man den ersten antrag auf vorzeitige entlassung stellen und das geht bei der besonderen schwere der schuld nicht;nothing
1152504144788007;Ich habe den Beginn dieser Masseninvasion noch bildlich vor meinen Augen. Und von beginn an war JEDER, der an dieser Invasion zweifelte oder seine Bedenken kund tat, ein Nazi, Rechter, Rechtspopulistisch und Fremdenfeindlich. Von Beginn an, als hätte man sich das schon frühzeitig so zurecht gelegt, weil man mit der Gegenwehr der Bevölkerung rechnete.;criticism
1134077109964044;bedauerlicher Einzelfall ?;nothing
857472120957879;Mario Schütt mal ausführlich zu pegida geäußert.  Muss sagen ich hakte nix davon weil pegida sich ständig widerspricht. Heute so und morgen so,  wir sind nicht rechts wir verhalten ums nur so, das verhalten von pegida erinnert mich immer sehr stark an das verhalten der Rechten vor 25 Jahren;nothing
968196946552062;http://www.welt.de/politik/ausland/article5436121/Das-schwere-Los-der-Christen-im-Islam.html;nothing
876331022405322;Unser Land braucht nicht nur Leute die studieren!!!! Wir brauchen vor allem Menschen, welche mit ihren Händen arbeiten!!!! Oder glauben sie, dass sich ein sogenannter Akademiker morgens um 3Uhr an den Ofen stellt und Brötchen bäckt, ihr Auto repariert, oder ihre Wohnung renoviert?????????;nothing
882677415104016;Pegida ist Schuld! ?? wie immer;nothing
1064983046873451;Ja und die Erde ist eine Scheibe.;nothing
1055117864526636;Alle nach Monaco oder london wo die Reichen sitzen;nothing
857803077591450;immer her damit ,wir brauchen Fachkräfte  lol;nothing
856863404352084;zum Glück..Du bist auf der falschen Seite ..nur so.. als kleiner Hinweis.;nothing
1111339252237830;aaalso in meinem Helferkreis sind Männer und Frauen gleich stark vertreten, ich bin auch einer :-) Die Männer sind alle berufstätig bis auf einen, der ist 73. Die Frauen sind alle berufstätig oder Hausfrauen mit Kindern. Und Judenhass geht gar nicht !!!!;nothing
1010691152302641;Leider lebe ich auf den phillipinen , im geiste aber bei euch;nothing
972429922795431;So Phia und die Konsequenzen? Verhaftungen? Öffentliche Empörung? Wochenlange Berichte in den Medien? Wie man es auch dreht und wendet,brennt irgendwo ein Haus,muss das ein Nazi gewesen sein,greifen linke Faschisten einen Rettungswagen im Einsatz an,dann ist das nicht so schlimm und hat keinerlei Konsequenzen.;criticism
1057432327628523;Das war lediglich eine Sammelabschiebung die gibt es schon immer. Die wurden dann aus verschiedenen Bundesländern zu einem bestimmten Flugplatz gebracht damit sie dann alle ein Flugzeug besteigen können.;nothing
935432213161869;Shinji Manuel Ikari - Der deutsche Michel bringt uns noch zum Verzweifeln!!!;nothing
858049367566821;Aber ist Jesus im Koran nicht auch ein Prophet? Und unabhängig davon, ja, ich glaub schon, dass der Koran sehr blutrünstig ist. Trotzdem glaub ich nicht, dass sich Muslime, die nicht zum Terrornetzwerk gehören (und das sind ja glucklicherweise die meisten!) danach richten. Ich kann mir eher vorstellen, dass das ist, wie mit Zeugen Jehovas und normalen Christen.;nothing
856760861029005;Weiter so, grüße aus Bayern ????;nothing
895213813850376;"Der ""Vater der Türken"", Mustafa Kemal Atatürk, führte die Türkei, nach der Trennung von Staat und Religion, mit Erfolg in die Moderne und hat damit bewiesen, dass dazu auch ein muslimisch geprägtes Land in der Lage ist!";nothing
1011285242243232;Mit solchen spasten rechne ich eh nicht. Die kriegen höchstens noch eine mit!;nothing
856734534364971;"Ganz starke Redner, alle die da waren!!! (y) (y)
Jeder Satz war auf den Punkt gebracht!!";nothing
887999881238436;"Unsere Politiker sind Knechte der USA...und genau genommen ist es bereits ""eins vor Zwölf""!!!";agitation
985413288163761;??;nothing
856750494363375;Wonderfull ...be heard and be seen.....do not stop ....;nothing
857831534255271;Herr Suarez. Lassen sie es gut sein, sonst blamieren sie sich noch. Ich bin erwachsen genug, um zu erkennen, was richtig für mein Volk ist. Und darauf bin ich stolz.;nothing
856802624358162;Wir brauchen hier keine irren religiösen Fanatiker die mit allerlei Kriegswaffen und Sprengstoff durch unser Deutschland springen und unsere Familien oder Kinder abknallen weil sie ungläubige Christen sind...;nothing
1010911182280638;Beavis and Butt-head;nothing
935348629836894;Wie hoch ist denn der Anteil der Ausländer (also ohne Migranten mit deutschem Pass) bei HartzIV? Kann das jemand rausfinden? Mir fehlt die Zeit, ich arbeite nebenbei.;nothing
1013509425354147;tja da scheints einer auch kappiert zu haben  was hier jeden tag abgeht ! und Schweden hat es uns jahrelang gezeigt wie das kllapt ! oder auch nicht!;nothing
1013034708734952;Guten Morgen Herr Schuster. Das sagt Pegida seit über einem Jahr und wurde dafür als Pack, Mischpoke und Ratten beschimpft. Willkommen im Club.;nothing
857822010922890;Deine menschlichen werte werden in absehbarer zukunft wie eine seifenblase zerplatzen....;nothing
881951381843286;??????super Deutschland wacht auf ??;nothing
952073328164424;Höh höh!!;nothing
885839124787845;"Vielen Dank Herr Rauch,ich kann nur bestätigen, das nicht alle""Wessis""so drauf sind.Ein Grossteil meiner Familie lebt u arbeitet über 15 Jahre in Westdeutschland, integriert u akzeptiert.. auch als ""Ossi""";nothing
1096047900433632;Ist dise Inszenierung nicht die Handschrift von links/grün versifften Flüchtlingsaktivisten ? :v;nothing
1056911151013974;Jürgen Gottschalk willste wirglich das EIS verschmutzen ?;nothing
857739487597809;Haben wir nicht, mach was dagegen z.b. ISIS Salafisten usw. Damit sich sowas nicht wiederholt!;nothing
857965927575165;"Ok lets get this straight, the MARXIST JEWS from the FRANKFURT SCHOOL are the reason Europe is being overrun by MUSLIMS! CULTURAL MARXISM GOOGLE IT!!!! And watch this video!!!
https://m.youtube.com/watch?v=MFE0qAiofMQ";nothing
1035151933189896;"Nein habe ich nicht, weil ich bin immernoch Mensch.. Auch wenn ich in erster Linie auch auf Deutschland schaue, ist mir kein Mensch egal, welche wegen Religionen oder Machthabereien sterben... Wenn Sie der Meinung sind, dass dies der richtige Weg ist, auf was warten Sie?? Sie haben doch das Equitment??? 

Es gibt unter Muslimen Unterschiede, wenn Sie mal mittendrin statt nur dabei wären, dann würden Sie vielleicht verstehen was ich meine.. Ich bin zwar kein Freund der Religion, aber auch kein Feind der Menschheit.. 

Naja.. Ihnen viel Erfolg mit Ihrem Equitment..";nothing
856986754339749;Natürlich, und Sie haben wohl den 100%igen Beweis. Es waren die Pegida Demonstranten, oder? Es wurde kürzlich ein Asylant ermordet. Wer war es? Natürlich Pegida. Morgen sind wir dann Schuld an der Verbrennung einer hochschwangeren 19 jährigen. Übermorgen dann an dem Wetter. Was kommt noch?;nothing
1134091559962599;Leute aufwachen, bevor wir verlacht und benutzt werden und respektiert sowieso nicht.;nothing
993954057309684;Lieber Alfred Träumer ! Ich wünsche mir das Du Recht hast .;nothing
894604463911311;"Ich habe von Jürgen Todenhöfer noch nie einen so haßtriefenden und menschenverachtenden Text gelesen wie diesen Aufruf zur Online-Demo. Wenn friedliche Bürgerproteste gegen das Versagen der politischen Klasse in Sachen Asyl- und Flüchtlingspolitik als ""braune Pest"" bezeichnet werden, ist das wohl ein Aufruf, diese schnellstmöglich auszumerzen, damit der Rest der Bevölkerung keinen Schaden nimmt, oder wie...? Die ausländischen Teilnehmer und Redner bei PEGIDA (Syrer, Ägypter, Türken etc.) hat JT scheinbar nicht wahrgenommen - oder zählen die auch zu den ""Anti-Ausländerhetzern""...?";criticism
855452237826534;Schreibs doch aus...;nothing
856835404354884;es wird doch immer runtergerechnet -- und bei der gegendemo schlappe 1000 - tja war ja auch noch hell da gehen ratten auch nicht vor die tür;nothing
857449657626792;Siegfried Fuchs .... Südländer .... geile Geschichte und die bösen Blicke. alter hör bloos auf;nothing
963642740340816;Irgendwie widersprechen sich ja auch Punkt 1 und 4. Wenn man einen sofortigen Aufnahmestopp von Zuwanderern und Asylbewerbern fordert, braucht man sich um das bewilligte Asyl, dass eh laut Gesetz immer befristet ist, keine Gedanken mehr zu machen.;nothing
876248235746934;Wenn es schädlich ist, das eigene (deutsche Kräfte) wieder Arbeit erhalten und keine Ausländer, dann ist es doch schön schädlich zu sein. Die Bundesanstalt für Arbeit ist wohl mit wenig bis kein Hirn gesegnet.;criticism
982663545105402;Sind das etwa die neuen Fachkräfte für uns, wer hindert unsere Fachkräfte bei der Anreise :-);nothing
1065026770202412;"Der nächste findet bestimmt das Raumschiff Enterprise!
Im Wert von Hundert Billionen EURO und gibt sie bei der Polizei ab!";nothing
968433206528436;es kann zu spät werden wenn in der Politik alles eskaliert...und der Neuanfang folgt nach einem Krieg;criticism
1081;guten tag mein kameraden #Stolzflagge #stolzmonat DEUTSCHLAND ERWACHE!!!;agitation
960894893948934;http://www.presseportal.de/blaulicht/pm/55625/3088936 Einzelfälle;nothing
858060427565715;"Laut aktueller Sitzverteilung im Bundestag sitzt die CDU/CSU ""rechts"".
Die Begriffe ""rechte"" oder ""Linke"" kommt nämlich seit der Weimarer Republik genau daher, die Sitzverteilung nach Richtung, vom Rednerpult aus gesehen, im Reichstag - heute Bundestag.

http://www.bundestag.de/image/242374/Querformat__16x9/475/267/c830f2fd38a935dea3588e06783dd437/MZ/sitzverteilung_18_xl.png";nothing
1394371690013106176;@FrederikPapier @watwillse @ZentralratJuden @ulfposh Rechts sind auch graue Wölfe. Man kann sich im Zweifel Torten selber malen. So oder so, importierter Hass muss rausgeschmissen werden. Oder was soll uns dass sagen ?;nothing
1084378631600559;Ich denke, dass er nicht Belgien meint, sondern nur zu zeitig die Bestürzungserklärung für den nächsten Paris Anschlag veröffentlicht hat.;nothing
985351404836616;#PEGIDA #Dresden ?;nothing
857168500988241;"Nix im
Kopf";nothing
989304257774664;"wow. auf Roberts kommentar haben 6 Mallorca Urlauber geantwortet. Vergesst die ""Bild"" nicht in eurem Hotel zu kaufen und euch mittags ne Bratwurst zu bestellen.";nothing
1064996830205406;Es muss doch alles in einem guten Licht dastehen. Eine bessere Plattform der Bestätigung gibt es doch nicht.;nothing
951882828183474;Schadenfreude ist nicht angebracht, für den seine Blödheit als Veruracher die AFD zu benennen, müsster der noch eine auf seine Bommel bekommen,bis er das begreift, was Sache ist. :(;nothing
882023868502704;Herr Stöcker zeigt wie´s geht...;nothing
882716328433458;waren bestimmt wieder die bösen Nazis...;nothing
1011060485599041;http://www.n-tv.de/politik/Kriminelle-Clans-beherrschen-Stadtteile-article16386461.html;nothing
1064862470218842;dann komm mal in manche ecken vom vogtland??;nothing
1345;Fällt dieser klapprige Zaun, stehen die aggressiven Invasoren innerhalb von 72 h auf deutschen Straßen, erhalten Aufenthaltsrecht, Wohnung und Geld und rufen Allahu Akbar. Baut den Zaun dreimal höher und stärker!“;nothing
1111390808899341;Tja...verwundert mich auch;nothing
1065285723509850;"Frank Schmidt Diese Menschen werden korrekt als ""Übersiedler"" und nicht als ""Flüchtlinge"" bezeichnet (wie auch im Artikel richtig dargestellt). Beschäftigen Sie sich mal mit einigen (noch) zu jener Zeit geltenden Artikeln des GG. Deutsche aus Mitteldeutschland KONNTEN qua GG nicht ins Gebiet der alten BRD flüchten, sondern lediglich übersiedeln, d.h. ihren gewöhnlichen Aufenthaltsort innerhalb Deutschlands verlegen.  Ich kann im gesamten Artikel nicht einmal der Begriff ""Wirtschaftsflüchtling"" entdecken. Haben Sie sich das so zusammengereimt? Wenn Sie schon auf ""genauem Lesen"" bestehen, sollten Sie bei sich selbst anfangen. Und auch die kleinen aber feinen Unterschiede in Begriffsdefinitionen kennen.";nothing
885919241446500;Immer gegen die Deutschen hetzen und einen Keil treiben einfach... Islamist;nothing
858059924232432;Benno ich hab das schon verstanden, aber mich wahrscheinlich blöd ausgedrückt.;nothing
994005750637848;wir vergessen nie!;nothing
858083867563371;Alle umhauen.......große Ziele, na ja, wenn es mit dem Verstand nicht reicht, werden wir halt gewalttätig.;nothing
982978685073888;"Immer diese Vorurteile gegen die armen traumatisierten Flüchtlinge. Auch die panikmache vor dem friedlichen Islam finde ich unmöglich. Diese Menschen sind alle gut sozialisiert und zivilisiert. Die Kinder werden sich bestimmt schon im Kindergarten gut integrieren und eine Bereicherung für unser Land sein. 
Schaut selbst! ??
https://m.youtube.com/watch?v=t7JVWRSDaqg";nothing
972179452820478;wieso sollte man nicht den eigenen laden nieder brennen? www.versicherungsbetrug.de, wenn es schlecht um das geschäfft steht, kommen einem 30.000€-50.000€ (fiktive summe) doch gut.;nothing
1011571572214599;Haben die keine Ziege zum Schächten gefunden ? In Brandenburg werden schon Schafe von der Weide geklaut, teilweise an Ort und Stelle geschächtet.;nothing
1121713824533706;bin dabei;nothing
1096143320424090;Schneeschiber vorneweg und niemand wird verletzt, wenn man sich langsam rantastet ??;nothing
1105402686164820;soll er in syrien bauen  ! zieh leine;nothing
857799457591812;"Viel  schlimmer ist es,... das Bewegungen die diese Zustände anprangern, wie  Pegida (Ich denke an ihre Kernaussage), das diese Bewegungen langsam  durch politische Machenschaften, aufgeweicht werden. Wie  Demonstrationsverbot, wegen angeblicher Bombendrohung ... Konzert am  Montag in Dresden, die inszenierten Gegendemos usw.  Es darf eben nicht  sein, das Bürger Zustände anprangern und ihre Meinung über unsere  Politik kund tun ... Unter dem Aspekt ""Ausländerfeindlichkeit"" und  rechte Szene, lässt sich dann gut den ""Knüppel"" schwingen, der dann auch  die trifft, die eigentlich ihr Mitspracherecht gegenüber unserer  Politik einfordern ...  Und ich muß meinem ehem. Kollegen Peter Ziegeweidt  recht geben...wir sehen sie täglich, in unseren Pausen als Busfahrer,  in den Großstädten Düsseldorf, Mainz, Köln, Frankfurt an den Bahnhöfen  ... schwarze Drogenhändler, rumänische Bettler und Clans auf Beutezug,  andere Ausländer in Luxuskarossen die wir uns nicht leisten können, die  sich mit angeborener Arroganz in die Busspuren stellen und parken... wir  gehen auch dunklen Zeiten entgegen wenn Menschen die ihren Unmut  darüber äußern wollen, bedroht, beschimpft und beleidigt werden ...  ""Armes Deutschland"" oder mit Heinrich Heine gesprochen : ""Denk ich an  Deutschland in der Nacht, dann bin ich um den Schlaf gebracht..."" und  meine heißen Tränen fließen.....";criticism
1011537485551341;Ihr seit einfach nur Dumm und das wortwörtlich! Die I.S. möchte genau das von dem Westen sehen was sie auch geplant haben, diese wäre die Flüchtlinge mies zu behandeln und sie wieder in ihre Heimat zurück zu schicken, damit sie sich dann den i.s. Anschließen können. Nur dazu soll man intelligent genug sein um es zu verstehen, kann man von pegida Anhängern leider nicht behaupten !;nothing
1010752635629826;... und waren nie etwas Anderes und werden nie was Anderes sein.;nothing
857788640926227;"Laut deutschem Gesetz darf es aber Moscheen in Deutschland geben, man darf Kopftücher anziehen (Gilt das deiner Meinung nach auch für Nonnen? o.O ) , es darf in der Öffentlichkeit gebetet werden und man darf auch draußen reden, wie man möchte. Mit deiner Meinung kommst du leider nicht weit mit den demokratischen Werten hier. ;-)";nothing
961925653845858;http://www.focus.de/politik/deutschland/nahe-koeln-eltern-sind-empoert-kinder-sollen-foerderschule-fuer-fluechtlinge-raeumen_id_4850984.html;nothing
982674521770971;mehr dummes Zeug und Schwachsinn fällt dir nicht ein ?   Aber der Name sagt ja schon einiges !!   Du Schwachmat !!;nothing
855052511199840;http://www.n24.de/n24/Nachrichten/Politik/d/6030738/fuer-die-pegida-geht-es--weiter-wie-bisher-.html;nothing
972622859442804;Die üblichen Verdächtigen der Gutmenschenchose übt sich wieder mal im lärmenden Schweigen. Sie müßen Luft holen um beim nächsten Mal, wenn sich ein Ausgeraubter und verprügelter Eingheimischer beschwert, wieder was von mangelnder Willkommenskultur und  traumatisierten Flüchtlingen zu faseln.;nothing
1018209308217492;Can Cetinkaya Ich bin nicht faul und habe mehr steuern als sie bezahlt. Halt die klappe und mach ne fliege hier.;nothing
982672098437880;Sofort zurück schicken. Das sind keine Flüchtlinge. ..sondern Eindringlinge!;nothing
